text_num,time,text,label
1,2019-01-14 23:53,술만먹으면 위가 찢어질듯이 아픈데 해결책 없나요 약같은거 술약은 최대한 줄이는중,
2,2019-01-15 00:03,찜질방가서 5만원썼다 걍 아예 호텔을 잡을걸ㅅㅂ 찜질방음식 존나맛잇어,
3,2019-01-15 00:07,나 오늘 생일이야 ㅠ 가족 말고는 아무도 모를꺼야ㅠ 그냥 말하고 싶었어,
4,2019-01-15 00:14,여드름흉터 없애주는 화장품 추천좀...ㅠㅜ,
5,2019-01-15 00:25,twg홍차 추천 받읍니다 꼭 홍차 아니어도 됨니다 왠만한 홍차종류는 다 먹어봤다고 생각했는데 twg는 갈때마다 동공이 떨립니다 종류가 너무 만아 뭐가뭔지몰라서 한두개는 모를까 다물어볼슈도 없고 맨날 먹는거만 먹읍니다 드셔보셨던거 중에 제일 괜찬앗던걸로 추천 받읍니다 전 진한거조아해요,
6,2019-01-15 00:36,문창회관 복사실 방학중에 오전 9시반쯤가도 열려있나요?,
7,2019-01-15 00:41,부산대달력 부산대 달력 어디서 구할 수 있는 지 아시는 분 계신가요??,
8,2019-01-15 00:43,스과부 복전 학점컷 어느정도인가요? ㅠㅠ 학점이 쓰레기라 걱정..,
9,2019-01-15 00:45,넷플릭스 이거 그냥 14500원에̊̈ 4명씩 나눠서 같이 언제든 동시접속 해도 되고 영화나 드라마 이런거 다̊̈ 볼수있는거예요?,
10,2019-01-15 00:46,운전면허시험 어렵나? 2종 필기인뎅,
11,2019-01-15 00:50,공군면접볼때 수험표뽑아야됨? 아니 씪뻘 카톡으로 연락올때는 민증 나라사랑만 들고오라매ㅡㅡ 지금 프린터 못쓴단말야 ㅅㅂ...,
12,2019-01-15 00:53,진짜 너무 고민되는데 너희라면 어떡할래..?? 내가 지금 살고 있는 원룸이 너무 좁아 ㅠㅠ 근데 진짜 깔끔한 편이거든 리모델링을 해서.여기가 500에 30이고 정문 근처라 내가 공대라 수업듣기도 정말 좋거든. 근데 최근에 방이 너무 좁아서 내가 들여놓고 싶은 걸 못들여놓아서 방을 옮기고 싶다는 생각을 했어 ㅠ 그래서 선택지인데1. 거리가 지금보다 5분정도 멀지만 같은 가격에 지금 집의 2배도 훨씬 넘는 좀 노후된 건물2. 500에 33정도 가격에 1.3배정도?? 크기에 적당히 깔끔. 위치는 1분에서 2분차이거나 아니면 거의 그대로3. 500에 35인데 인테리어 무난하고 방크기도 1번 보단 살짝 작지만 그래도 지금 방의 2배이상 큰 방사실 3번으로 마음이 좀 기우는데.. 30이상 금액은 내가 나머지 금액을 지불해야 하는 상황이거든 부모님 몰래 옮기는거라..(우리 집 형편이 좋은 편이 아니어서 지금 월세도 힘들어 ㅠ) 그래서 내가 알바를 해서 추가금을 지불하고서라도 옮기고 내가 하고 싶은 거(치닝디핑같은 운동이나 등등)를 하고 싶다는 생각이 들어서 너무 고민이야.이게 말이 한달 5만원 3만원이지 1년 생각하니까 내가 너무 철이 없나 싶기도 하고 ㅠ 너희라면 어떡할거야?? 한편으론 한달에 5만원만 더 추가하면 2배나 넓게 살 수 있다는 생각도 들고 ㅠ 너무 고민이네...,
13,2019-01-15 00:58,복전 신청서 신청서에 1지망 2지망  같은거 써도 되는건가요?,
14,2019-01-15 01:05,"맥거핀과 복선 당연한 행복이 당신을 비껴갔다는 사실이,당신의 남은 삶 역시 불행할 거라는 복선이 될 수는 없다.당신의 불행은 맥거핀에 불과하다.당신을 움직이게 하는 소도구일 뿐이다.당신의 해피엔딩이 빼곡한 스크린에서 맥거핀이 디딜 곳은 어디도 없다.",
15,2019-01-15 01:10,요기요쓰는분계세여? 배민하고 뭔차이땨문에 쓰시는거죵? 갈아타볼까 해서여,
16,2019-01-15 01:15,체리필터 노래좋다... 낭만고양이랑 오리날다는 알고있었는데피아니시모 엄청좋다,
