text_num,time,text,label
1,2019-02-22 2:32,"후배의 입장, 선배의 입장 난 늘 어딜가던 후배였다. 제일 나이가 어렸다. 선배들과 부대끼며 지내면서 요리조리 잘도 내 것을 챙기며 살아왔다고 생각했다. 이리저리 잔머리 굴려가며 선배들을 대해도 선배들은 모를꺼라 생각했다. 언제나 배려받는줄 몰랐다. 그냥 내가 내 힘으로 얻은거라고 생각했다. 그래서 언젠가부터 무시하는 맘이 생겼다.근데 지나고 나니 후배들이 보인다. 누가 성실한지 누가 진중하게 삶을 대하는지... 그리고 그들이 보일 때마다, 그들의 무심코 흘려보내는 듯한 한 마디들을 들을 때마다 누군가는 무의식 중에 그들을 시시각각 평가한다는 것을 아마 모를 것이다. 과거의 나가 오버랩된 후배를 볼 때마다 안타까울 뿐이다. 조금만 더 인간적일 수 없었을까 하는 아쉬움이 남는다. 하지만 시간은 흘렀고 되돌릴 순 없다.지나고 나니 알게 되는 것들이 너무 많다. 그때 알았더라면 좋았을 것을..",1
2,2019-02-22 2:46,남자 보이런던샌들 사이즈 어떻게 나오는편이에요?275-280 신는데 뭘 사야할지..,1
3,2019-02-22 2:50,말하기 전에 생각 좀 하고 해라 글쓴이 찐따쉑갸,1
4,2019-02-22 2:58,탈코르셋 글 왜 지우셨을까 페미니스트들은 페미니즘의 모순을 들이대주면 대화할 생각 자체를 안 하더라...그래도 이쪽은 “응 너 여혐~”은 시전 안 하고 조용히 입닥치고 사라졌다는 점에서 크나큰 진보를 이루어낸 페미라는 생각은 드네,1
5,2019-02-22 3:21,난 에타를 너무 사랑하는데 남녀분쟁이나 페미 한남등 키워드걸러서 보고싶다 ㅠㅜ분쟁 너무싫어 난 평화로운게 좋아..저런 글 보면  현실에서 친구들 같이있을때 의견 다른 친구들 얘기하다 부딪히는거 상상가는데 헐 어떡해야 할 지 느낌도 안와..,1
6,2019-02-22 3:23,"난 진짜 결혼하면 딸 낳을 거다 우리 엄마 너무 좋아나 진짜 엄마랑 친구 같애서 장난칠 땐 ""야아~ 그러는 거 아니라구~"" 그러면서 호칭도 애교스럽게 반말하는데 그럴 때마다 우리 엄마 웃으시는데 너무 행복함ㅜㅜㅜ 뒤에서 끌어안고 엄마 뱃살 만지면 힐링된다진짜 나는 내가 엄마한테 너무 잘하고 좋아서 딸 꼭 낳을거야ㅎㅎ 벌써 행복함ㅜㅜㅜ",1
7,2019-02-22 4:20,근디 익명인데 굳이 댓글지우는 이유는? 실수한거같아서?,1
8,2019-02-22 4:28,잠자려고누웠는데 3시간째못자는중 선배졸업식가야하는데 큰일났따,1
9,2019-02-22 4:41,"자유관 필라테스나 요가 해보신분 가격은 얼마이고 어떤가요??월수금, 화목 이런식으로 나눠지나요?대학생활원 홈페이지에서 못찾겠네요ㅠㅠㅠ",1
10,2019-02-22 4:55,지금 밤낮개바껴서 밤새는중인ㄷ 돌아오겠지..?,1
11,2019-02-22 7:56,"공대 2학년 동아리 추천좀요ㅠㅠㅠ 중앙동아리,,,,,,,,,",1
12,2019-02-22 8:08,왜 등록금 계좌이체하는데 받는분 이름이 내이름으로 뜨는거야?... 이체된거지 이거?..ㅠㅠ,1
13,2019-02-22 8:25,역시 남자는 잘생긴게 최고다 ㅎ,1
14,2019-02-22 8:29,북문에 또 공사하냐... 덮어둔 아스팔트 굳기는 했냐,0
