text_num,time,text,label
1,19/01/04 00:21,신라대 동의대 혹시 아는사람들 신라대어때?부산 내 대학교중에서 사립대 순위?알려줄수있어?신라대 고신대 동명대 동의대 등,1
2,19/01/04 00:22,"노트북에 아이폰관련 지워도 돼? 나 처음으로 아이폰써서 아이튠즈나 뭐 이런거 다 무조건 깔아야하는 줄 알고 처음에 노트북에 다 깔았는데 나 아이클라우드도 필요없고 아이튠즈도 깔아봤자 뭔지도 모르겠어서 다 지우고 싶은데 노트북 프로그램보니까 애플이 뭐 많이 깔아놓은 거 같애애플 모바일 디바이스 서포트, 애플 소프트웨어 업데이트, 애플 응용 프로그램 지원등등 뭐가 되게 많은데 이거 다 지워도 돼?",1
3,19/01/04 00:24,재입학어케하는거임?? ???,1
4,19/01/04 00:24,"혹시 인센티브 받았다가 뺏긴 사람??? 저번주에는 장학금 목록에 올라와 있었는데, 오늘 다시 들어가보니 사람졌어...",1
5,19/01/04 00:31,얼굴이 커서 슬프다. 모자가 안어울려서 쓰지를 못한다. 머리 안감을수가 없다. 좋은건가,1
6,19/01/04 00:33,다들 꿈이나 목표가 뭐임 건물주 말고,1
7,19/01/04 00:34,플러스도 범위가 있나요? 0에서 +로 갈때 주는 범위가 있나요? 있다면 어떻게 되나요? 교수님재량인가요?,1
8,19/01/04 00:39,성적비율이 어떻게되나요? a에서 c까지의 성적비율은 어떻게 되나요?,1
9,19/01/04 00:41,"아 너무서럽다,, 군대가기전에 친구들이 여행함가야지해서 동의했는데 막상 까보니 여행지만 같이정하고 가서 뭐할지 어디서잘지 예약이런거 전부내가 다 정하고 의견물으니까 읽씹하다가 몰라몰라 이러고 이럴거면 왜 여행가자한거야 진짜 나만 여행가고싶어 안달난사람같잖아 ㅜㅜ 서럽다😔",1
10,19/01/04 00:42,학교넉터나 그런데서 뭐 디미는 사람은 그냥 거르라고 200%사이비라고 제발,1
11,19/01/04 00:42,한국전통사회와여성 들으신분 최종성적이라고 이메일 받으셨나요?제 친구는 성적 올랐다는데..,1
12,19/01/04 00:46,군대가면 장학금처리 2월달에 군대가면 장학금처리어떻게 돼나요? 2년뒤 복학할때 감면돼나요?,1
13,19/01/04 00:48,1등해도 전액장학금 안 주는 과가 있냐?,1
14,19/01/04 00:53,편입 다른 학교에서 우리 학교 편입하면바로 3학년 되는건가요??,1
15,19/01/04 00:54,오늘 헤어졌다 막막하다,1
16,19/01/04 01:03,컷에 걸리는거 처음인데 진짜 슬픈거구나.. 에이와 비가 한끗 차이라니 심지어 플러스만 있는건데 ㅠ,1
17,19/01/04 01:04,아니 교수님 메일 와케 안받으시녀.. 정정기간 언제까지냐.....휴,1
